municipality,oevk,no_votes18,opp_18,fidesz_18,jobbik18,m_type,no_votes22,fidesz22,opp_alliance22,mi_hazank22,opp_affiliation22,opp_won22,opp22is_jobbik18,mihazank22is_jobbik18,jobbik18on_mihazank22list,jobbik18on_opp22list,jobbik18on_preelection
Várbalog,Győr-Moson-Sopron megye 5. számú egyéni választókerület,208,40,162,25,Falu,212,154,41,12,JOBBIK,0,0,0,0,0,0
Varbó,Borsod-Abaúj-Zemplén megye 2. számú egyéni választókerület,665,454,204,216,Falu,658,293,277,64,MSZP,0,0,1,1,0,0
Varbóc,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,37,15,21,15,Falu,43,28,7,4,MSZP,0,0,0,0,0,1
Várda,Somogy megye 3. számú egyéni választókerület,283,145,129,104,Falu,261,149,82,28,JOBBIK,0,1,0,0,1,1
Várdomb,Tolna megye 1. számú egyéni választókerület,668,317,333,89,Falu,649,342,239,50,MSZP,0,0,0,0,0,0
Várfölde,Zala megye 3. számú egyéni választókerület,98,61,37,55,Falu,100,61,34,3,DK,0,0,0,0,0,0
Varga,Baranya megye 4. számú egyéni választókerület,50,8,40,7,Falu,50,41,5,2,DK,0,0,0,0,0,0
Várgesztes,Komárom-Esztergom megye 3. számú egyéni választókerület,345,160,181,91,Falu,369,209,136,13,MSZP,0,0,0,0,0,0
Várkesző,Veszprém megye 4. számú egyéni választókerület,99,44,55,24,Falu,101,58,31,5,MSZP,0,0,0,0,0,0
Várong,Tolna megye 2. számú egyéni választókerület,75,24,47,18,Falu,60,42,9,8,DK,0,0,0,0,0,0
Városföld,Bács-Kiskun megye 2. számú egyéni választókerület,1240,410,815,235,Falu,1245,788,277,116,MOMENTUM,0,0,0,0,0,0
Városlőd,Veszprém megye 1. számú egyéni választókerület,699,124,408,110,Falu,701,443,192,35,DK,0,0,0,0,0,0
Várpalota,Veszprém megye 2. számú egyéni választókerület,10989,5568,5227,3824,Középváros,10553,4975,4204,796,DK,0,0,0,0,0,0
Varsád,Tolna megye 2. számú egyéni választókerület,185,30,152,20,Falu,174,127,36,6,DK,0,0,0,0,0,0
Varsány,Nógrád megye 2. számú egyéni választókerület,874,233,630,130,Falu,856,639,137,60,MOMENTUM,0,0,0,0,0,0
Várvölgy,Zala megye 2. számú egyéni választókerület,585,142,439,102,Falu,566,408,108,29,MOMENTUM,0,0,0,0,0,0
Vasad,Pest megye 10. számú egyéni választókerület,1018,379,612,239,Falu,1072,726,221,92,PÁRBESZÉD,0,0,0,0,0,0
Vasalja,Vas megye 3. számú egyéni választókerület,194,55,138,40,Falu,210,152,42,11,LMP,0,0,0,0,0,1
Vásárosbéc,Baranya megye 4. számú egyéni választókerület,103,55,42,3,Falu,97,54,28,8,DK,0,0,0,0,0,0
Vásárosdombó,Baranya megye 4. számú egyéni választókerület,478,193,264,86,Falu,476,294,132,37,DK,0,0,0,0,0,0
Vásárosfalu,Győr-Moson-Sopron megye 3. számú egyéni választókerület,99,32,65,23,Falu,104,80,11,10,MSZP,0,0,0,0,1,1
Vásárosmiske,Vas megye 3. számú egyéni választókerület,206,47,157,37,Falu,205,153,34,17,LMP,0,0,0,0,0,1
Vásárosnamény,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,7612,3545,3897,2843,Kisváros,6481,3775,2111,434,DK,0,0,0,0,0,0
Vasasszonyfa,Vas megye 2. számú egyéni választókerület,246,61,184,27,Falu,249,194,37,10,MSZP,0,0,0,0,0,0
Vasboldogasszony,Zala megye 2. számú egyéni választókerület,322,79,236,54,Falu,327,233,59,12,MOMENTUM,0,0,0,0,0,0
Vasegerszeg,Vas megye 2. számú egyéni választókerület,233,64,164,43,Falu,219,160,45,7,MSZP,0,0,0,0,0,0
Vashosszúfalu,Vas megye 3. számú egyéni választókerület,243,100,139,79,Falu,234,140,78,12,LMP,0,0,0,0,0,1
Vaskeresztes,Vas megye 1. számú egyéni választókerület,217,41,175,13,Falu,233,177,44,5,DK,0,0,0,0,1,0
Vaskút,Bács-Kiskun megye 6. számú egyéni választókerület,1778,687,1069,320,Falu,1724,1085,462,124,MOMENTUM,0,0,0,0,0,0
Vasmegyer,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,733,248,425,184,Falu,692,489,156,29,JOBBIK,0,0,0,0,1,1
Vaspör,Zala megye 1. számú egyéni választókerület,246,57,189,41,Falu,240,185,34,12,DK,0,0,0,0,1,1
Vassurány,Vas megye 2. számú egyéni választókerület,491,152,332,63,Falu,508,353,108,31,MSZP,0,0,0,0,0,0
Vasszécseny,Vas megye 3. számú egyéni választókerület,789,347,421,222,Falu,821,451,298,57,LMP,0,0,0,0,0,1
Vasszentmihály,Vas megye 3. számú egyéni választókerület,223,72,147,62,Falu,207,138,56,10,LMP,0,0,0,0,0,1
Vasszilvágy,Vas megye 2. számú egyéni választókerület,251,59,188,27,Falu,247,173,56,13,MSZP,0,0,0,0,0,0
Vasvár,Vas megye 3. számú egyéni választókerület,2474,855,1595,623,Falu,2365,1575,637,118,LMP,0,0,0,0,0,1
Vaszar,Veszprém megye 4. számú egyéni választókerület,842,247,591,175,Falu,889,655,172,50,MSZP,0,0,0,0,0,0
Vászoly,Veszprém megye 2. számú egyéni választókerület,156,38,109,22,Falu,171,109,39,12,DK,0,0,0,0,0,0
Vát,Vas megye 2. számú egyéni választókerület,402,132,264,76,Falu,389,273,88,20,MSZP,0,0,0,0,0,0
Vatta,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,508,184,316,149,Falu,487,301,112,57,MSZP,0,0,0,0,0,0
Vázsnok,Baranya megye 4. számú egyéni választókerület,64,27,36,11,Falu,60,41,16,1,DK,0,0,0,0,0,0
Vécs,Heves megye 2. számú egyéni választókerület,350,154,187,134,Falu,327,220,82,19,JOBBIK,0,0,0,0,0,0
Vecsés,Pest megye 7. számú egyéni választókerület,13069,6633,5928,3573,Középváros,13240,6564,4890,773,JOBBIK,0,0,0,0,1,0
Végegyháza,Békés megye 4. számú egyéni választókerület,654,369,268,307,Falu,540,334,176,24,JOBBIK,0,1,0,0,0,1
Vejti,Baranya megye 4. számú egyéni választókerület,87,30,52,7,Falu,88,67,12,5,DK,0,0,0,0,0,0
Vékény,Baranya megye 3. számú egyéni választókerület,78,39,36,26,Falu,76,45,26,2,JOBBIK,0,0,0,0,0,0
Vekerd,Hajdú-Bihar megye 4. számú egyéni választókerület,69,28,40,8,Falu,76,37,7,4,MOMENTUM,0,0,0,0,0,0
Velem,Vas megye 2. számú egyéni választókerület,235,89,135,38,Falu,240,134,59,30,MSZP,0,0,0,0,0,0
Velemér,Vas megye 3. számú egyéni választókerület,47,20,27,17,Falu,45,35,8,2,LMP,0,0,0,0,0,1
Velence,Fejér megye 3. számú egyéni választókerület,3639,1933,1682,875,Kisváros,4123,1986,1653,231,DK,0,0,0,0,1,0
Velény,Baranya megye 4. számú egyéni választókerület,60,29,23,12,Falu,58,35,17,0,DK,0,0,0,0,0,0
Véménd,Baranya megye 3. számú egyéni választókerület,693,222,452,134,Falu,630,440,141,42,JOBBIK,0,0,0,0,0,0
Vének,Győr-Moson-Sopron megye 1. számú egyéni választókerület,107,40,61,26,Falu,121,70,34,9,DK,0,0,0,1,0,0
Vép,Vas megye 2. számú egyéni választókerület,1826,570,1231,234,Falu,1864,1260,475,61,MSZP,0,0,0,0,0,0
Vereb,Fejér megye 3. számú egyéni választókerület,430,171,255,85,Falu,464,312,99,24,DK,0,0,0,0,1,0
Veresegyház,Pest megye 5. számú egyéni választókerület,10115,5539,4415,1505,Középváros,11321,5337,4652,534,PÁRBESZÉD,0,0,0,0,1,0
Verőce,Pest megye 4. számú egyéni választókerület,2140,894,1166,442,Falu,2296,1225,784,137,JOBBIK,0,0,0,0,0,0
Verpelét,Heves megye 2. számú egyéni választókerület,1800,760,1013,595,Falu,1816,1174,500,111,JOBBIK,0,0,0,0,0,0
Verseg,Pest megye 6. számú egyéni választókerület,674,234,431,131,Falu,644,428,158,37,LMP,0,0,0,0,0,0
Versend,Baranya megye 3. számú egyéni választókerület,392,62,299,29,Falu,381,314,55,8,JOBBIK,0,0,0,0,0,0
Vértesacsa,Fejér megye 3. számú egyéni választókerület,929,284,641,133,Falu,949,695,176,36,DK,0,0,0,0,1,0
Vértesboglár,Fejér megye 3. számú egyéni választókerület,546,164,375,77,Falu,549,363,123,36,DK,0,0,0,0,1,0
Vérteskethely,Komárom-Esztergom megye 3. számú egyéni választókerület,336,108,209,81,Falu,314,204,72,21,MSZP,0,0,0,0,0,0
Vértessomló,Komárom-Esztergom megye 3. számú egyéni választókerület,801,380,399,213,Falu,849,435,325,57,MSZP,0,0,0,0,0,0
Vértesszőlős,Komárom-Esztergom megye 1. számú egyéni választókerület,1768,889,838,300,Falu,1855,924,758,96,DK,0,0,1,1,0,0
Vértestolna,Komárom-Esztergom megye 2. számú egyéni választókerület,305,154,132,86,Falu,314,157,117,27,JOBBIK,0,1,0,0,1,1
Vése,Somogy megye 2. számú egyéni választókerület,357,160,187,124,Falu,323,181,111,29,JOBBIK,0,1,0,0,1,1
Veszkény,Győr-Moson-Sopron megye 3. számú egyéni választókerület,580,202,374,124,Falu,622,471,112,34,MSZP,0,0,0,0,1,1
Veszprém,Veszprém megye 1. számú egyéni választókerület,35342,6282,15762,4347,Nagyváros,33473,15192,14959,1919,DK,0,0,0,0,0,0
Veszprémfajsz,Veszprém megye 2. számú egyéni választókerület,161,56,100,49,Falu,166,92,39,30,DK,0,0,0,0,0,0
Veszprémgalsa,Veszprém megye 3. számú egyéni választókerület,146,60,81,55,Falu,161,111,42,0,JOBBIK,0,1,0,0,1,1
Veszprémvarsány,Győr-Moson-Sopron megye 2. számú egyéni választókerület,583,217,360,134,Falu,582,380,156,38,DK,0,0,0,0,0,0
Vésztő,Békés megye 3. számú egyéni választókerület,2999,1077,1857,718,Kisváros,3117,2131,737,151,DK,0,0,0,0,0,0
Vezseny,Jász-Nagykun-Szolnok megye 1. számú egyéni választókerület,274,133,135,88,Falu,300,141,99,33,DK,0,0,0,0,0,0
Vid,Veszprém megye 4. számú egyéni választókerület,56,10,46,6,Falu,56,51,3,1,MSZP,0,0,0,0,0,0
Vigántpetend,Veszprém megye 3. számú egyéni választókerület,98,38,57,36,Falu,102,69,21,0,JOBBIK,0,1,0,0,1,1
Villány,Baranya megye 3. számú egyéni választókerület,1301,418,865,282,Falu,1247,836,344,53,JOBBIK,0,0,0,0,0,0
Villánykövesd,Baranya megye 3. számú egyéni választókerület,175,57,117,34,Falu,149,103,40,5,JOBBIK,0,0,0,0,0,0
Vilmány,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,463,90,263,51,Falu,450,368,57,8,JOBBIK,0,0,0,0,0,0
Vilonya,Veszprém megye 1. számú egyéni választókerület,337,79,190,66,Falu,399,253,119,18,DK,0,0,0,0,0,0
Vilyvitány,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,125,52,73,32,Falu,132,92,23,7,JOBBIK,0,0,0,0,0,0
Vinár,Veszprém megye 4. számú egyéni választókerület,151,83,68,57,Falu,146,88,52,5,MSZP,0,0,0,0,0,0
Vindornyafok,Zala megye 2. számú egyéni választókerület,69,17,49,7,Falu,67,50,13,3,MOMENTUM,0,0,0,0,0,0
Vindornyalak,Zala megye 2. számú egyéni választókerület,37,9,28,5,Falu,35,21,7,6,MOMENTUM,0,0,0,0,0,0
Vindornyaszőlős,Zala megye 2. számú egyéni választókerület,197,53,141,43,Falu,195,149,41,3,MOMENTUM,0,0,0,0,0,0
Visegrád,Pest megye 3. számú egyéni választókerület,1003,327,528,170,Falu,996,625,276,47,MOMENTUM,0,0,0,0,0,1
Visnye,Somogy megye 2. számú egyéni választókerület,94,22,68,18,Falu,103,66,22,14,JOBBIK,0,1,0,0,1,1
Visonta,Heves megye 2. számú egyéni választókerület,706,414,278,330,Falu,688,317,287,60,JOBBIK,0,0,0,0,0,0
Viss,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,209,85,111,49,Falu,165,118,37,2,JOBBIK,0,0,0,0,0,0
Visz,Somogy megye 4. számú egyéni választókerület,121,41,75,22,Falu,103,75,23,0,JOBBIK,0,1,0,0,1,1
Viszák,Vas megye 3. számú egyéni választókerület,168,48,119,42,Falu,184,121,48,12,LMP,0,0,0,0,0,1
Viszló,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,42,12,28,6,Falu,43,37,5,1,JOBBIK,0,0,0,0,0,0
Visznek,Heves megye 3. számú egyéni választókerület,548,235,306,171,Falu,580,399,132,43,MSZP,0,0,0,0,0,0
Vitnyéd,Győr-Moson-Sopron megye 3. számú egyéni választókerület,822,297,518,205,Falu,853,576,193,67,MSZP,0,0,0,0,1,1
Vizslás,Nógrád megye 1. számú egyéni választókerület,662,324,296,162,Falu,627,331,201,66,DK,0,0,0,0,1,0
Vizsoly,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,402,131,261,109,Falu,359,243,82,21,JOBBIK,0,0,0,0,0,0
Vízvár,Somogy megye 2. számú egyéni választókerület,277,154,118,145,Falu,239,133,98,8,JOBBIK,0,1,0,0,1,1
Vöckönd,Zala megye 2. számú egyéni választókerület,55,21,34,16,Falu,57,41,13,2,MOMENTUM,0,0,0,0,0,0
Vokány,Baranya megye 3. számú egyéni választókerület,412,127,271,61,Falu,412,295,85,21,JOBBIK,0,0,0,0,0,0
Völcsej,Győr-Moson-Sopron megye 4. számú egyéni választókerület,247,86,156,48,Falu,272,174,77,20,JOBBIK,0,1,0,0,1,1
Vönöck,Vas megye 2. számú egyéni választókerület,415,151,260,82,Falu,415,299,83,22,MSZP,0,0,0,0,0,0
Vonyarcvashegy,Zala megye 2. számú egyéni választókerület,1267,547,698,351,Falu,1307,758,433,69,MOMENTUM,0,0,0,0,0,0
Vöröstó,Veszprém megye 2. számú egyéni választókerület,42,15,27,11,Falu,61,42,14,1,DK,0,0,0,0,0,0
Vörs,Somogy megye 3. számú egyéni választókerület,239,79,158,67,Falu,253,159,80,11,JOBBIK,0,1,0,0,1,1
Zabar,Nógrád megye 1. számú egyéni választókerület,158,41,109,25,Falu,188,153,29,4,DK,0,0,0,0,1,0
Zádor,Baranya megye 4. számú egyéni választókerület,166,88,76,28,Falu,148,91,47,4,DK,0,0,0,0,0,0
Zádorfalva,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,134,41,93,40,Falu,168,118,24,1,MSZP,0,0,0,0,0,1
Zagyvarékas,Jász-Nagykun-Szolnok megye 1. számú egyéni választókerület,1624,719,867,536,Falu,1631,1051,417,93,DK,0,0,0,0,0,0
Zagyvaszántó,Heves megye 3. számú egyéni választókerület,1042,470,557,314,Falu,1012,639,273,75,MSZP,0,0,0,0,0,0
Záhony,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,2415,1461,863,1047,Falu,2192,895,1132,96,DK,0,0,0,0,0,0
Zajk,Zala megye 3. számú egyéni választókerület,104,55,48,33,Falu,110,70,36,0,DK,0,0,0,0,0,0
Zajta,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,230,45,182,33,Falu,193,158,27,6,DK,0,0,0,0,0,0
Zákány,Somogy megye 2. számú egyéni választókerület,659,272,373,207,Falu,589,330,226,29,JOBBIK,0,1,0,0,1,1
Zákányfalu,Somogy megye 2. számú egyéni választókerület,267,117,148,103,Falu,251,149,90,9,JOBBIK,0,1,0,0,1,1
Zákányszék,Csongrád megye 2. számú egyéni választókerület,1535,457,1045,176,Falu,1515,963,296,193,MOMENTUM,0,0,0,0,0,0
Zala,Somogy megye 4. számú egyéni választókerület,141,54,85,31,Falu,135,105,22,0,JOBBIK,0,1,0,0,1,1
Zalaapáti,Zala megye 2. számú egyéni választókerület,761,267,481,161,Falu,786,535,191,35,MOMENTUM,0,0,0,0,0,0
Zalabaksa,Zala megye 1. számú egyéni választókerület,350,126,218,73,Falu,326,218,70,13,DK,0,0,0,0,1,1
Zalabér,Zala megye 2. számú egyéni választókerület,353,132,205,85,Falu,347,229,84,19,MOMENTUM,0,0,0,0,0,0
Zalaboldogfa,Zala megye 1. számú egyéni választókerület,218,75,138,71,Falu,197,147,29,14,DK,0,0,0,0,1,1
Zalacsány,Zala megye 2. számú egyéni választókerület,492,199,278,138,Falu,481,298,128,34,MOMENTUM,0,0,0,0,0,0
Zalacséb,Zala megye 1. számú egyéni választókerület,293,133,153,72,Falu,285,160,76,25,DK,0,0,0,0,1,1
Zalaegerszeg,Zala megye 1. számú egyéni választókerület,36441,17693,17317,8084,Nagyváros,34118,17674,11979,2199,DK,0,0,0,0,1,1
Zalaerdőd,Veszprém megye 3. számú egyéni választókerület,131,60,69,45,Falu,116,62,48,0,JOBBIK,0,1,0,0,1,1
Zalagyömörő,Veszprém megye 3. számú egyéni választókerület,249,63,182,52,Falu,237,172,44,0,JOBBIK,0,1,0,0,1,1
Zalahaláp,Veszprém megye 3. számú egyéni választókerület,659,315,329,282,Falu,634,329,284,0,JOBBIK,0,1,0,0,1,1
Zalaháshágy,Zala megye 1. számú egyéni választókerület,235,73,156,33,Falu,225,160,38,15,DK,0,0,0,0,1,1
Zalaigrice,Zala megye 2. számú egyéni választókerület,68,23,45,19,Falu,58,47,8,2,MOMENTUM,0,0,0,0,0,0
Zalaistvánd,Zala megye 2. számú egyéni választókerület,193,62,125,41,Falu,215,138,50,13,MOMENTUM,0,0,0,0,0,0
Zalakaros,Zala megye 2. számú egyéni választókerület,1130,556,553,345,Falu,1269,680,429,109,MOMENTUM,0,0,0,0,0,0
Zalakomár,Zala megye 3. számú egyéni választókerület,1145,385,745,311,Falu,1185,922,182,57,DK,0,0,0,0,0,0
Zalaköveskút,Zala megye 2. számú egyéni választókerület,18,10,7,9,Falu,23,14,6,2,MOMENTUM,0,0,0,0,0,0
Zalalövő,Zala megye 1. számú egyéni választókerület,1630,465,1135,271,Falu,1602,1150,297,94,DK,0,0,0,0,1,1
Zalameggyes,Veszprém megye 3. számú egyéni választókerület,25,8,16,3,Falu,32,19,9,0,JOBBIK,0,1,0,0,1,1
Zalamerenye,Zala megye 2. számú egyéni választókerület,105,34,69,21,Falu,102,68,28,3,MOMENTUM,0,0,0,0,0,0
Zalasárszeg,Zala megye 3. számú egyéni választókerület,59,21,38,18,Falu,65,43,17,3,DK,0,0,0,0,0,0
Zalaszabar,Zala megye 2. számú egyéni választókerület,265,104,155,82,Falu,266,178,61,21,MOMENTUM,0,0,0,0,0,0
Zalaszántó,Zala megye 2. számú egyéni választókerület,469,164,299,118,Falu,479,335,101,28,MOMENTUM,0,0,0,0,0,0
Zalaszegvár,Veszprém megye 3. számú egyéni választókerület,99,32,67,24,Falu,87,64,23,0,JOBBIK,0,1,0,0,1,1
Zalaszentbalázs,Zala megye 3. számú egyéni választókerület,458,230,221,175,Falu,465,253,168,25,DK,0,0,0,0,0,0
Zalaszentgrót,Zala megye 2. számú egyéni választókerület,3498,1536,1902,909,Kisváros,3422,2001,1068,183,MOMENTUM,0,0,0,0,0,0
Zalaszentgyörgy,Zala megye 1. számú egyéni választókerület,263,103,151,58,Falu,274,170,66,23,DK,0,0,0,0,1,1
Zalaszentiván,Zala megye 2. számú egyéni választókerület,615,233,372,141,Falu,568,344,167,29,MOMENTUM,0,0,0,0,0,0
Zalaszentjakab,Zala megye 3. számú egyéni választókerület,143,43,96,36,Falu,149,106,33,9,DK,0,0,0,0,0,0
Zalaszentlászló,Zala megye 2. számú egyéni választókerület,387,152,228,103,Falu,389,263,75,32,MOMENTUM,0,0,0,0,0,0
Zalaszentlőrinc,Zala megye 2. számú egyéni választókerület,164,47,115,34,Falu,159,106,29,13,MOMENTUM,0,0,0,0,0,0
Zalaszentmárton,Zala megye 2. számú egyéni választókerület,46,19,27,14,Falu,45,26,12,5,MOMENTUM,0,0,0,0,0,0
Zalaszentmihály,Zala megye 2. számú egyéni választókerület,545,258,274,185,Falu,492,285,151,39,MOMENTUM,0,0,0,0,0,0
Zalaszombatfa,Zala megye 1. számú egyéni választókerület,40,14,26,4,Falu,35,25,9,0,DK,0,0,0,0,1,1
Zaláta,Baranya megye 4. számú egyéni választókerület,129,35,89,13,Falu,127,101,19,5,DK,0,0,0,0,0,0
Zalatárnok,Zala megye 1. számú egyéni választókerület,320,116,197,83,Falu,329,249,54,19,DK,0,0,0,0,1,1
Zalaújlak,Zala megye 3. számú egyéni választókerület,54,17,37,10,Falu,64,38,18,6,DK,0,0,0,0,0,0
Zalavár,Zala megye 2. számú egyéni választókerület,444,155,282,111,Falu,441,304,97,26,MOMENTUM,0,0,0,0,0,0
Zalavég,Zala megye 2. számú egyéni választókerület,196,73,121,59,Falu,189,138,39,10,MOMENTUM,0,0,0,0,0,0
Zalkod,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,108,51,55,34,Falu,103,69,33,0,JOBBIK,0,0,0,0,0,0
Zamárdi,Somogy megye 4. számú egyéni választókerület,1428,645,773,219,Falu,1490,885,541,0,JOBBIK,0,1,0,0,1,1
Zámoly,Fejér megye 2. számú egyéni választókerület,1254,582,638,411,Falu,1260,747,312,128,JOBBIK,0,1,0,0,1,1
Zánka,Veszprém megye 2. számú egyéni választókerület,536,256,267,174,Falu,571,282,220,35,DK,0,0,0,0,0,0
Zaránk,Heves megye 3. számú egyéni választókerület,226,100,121,68,Falu,230,149,54,23,MSZP,0,0,0,0,0,0
Závod,Tolna megye 2. számú egyéni választókerület,157,51,100,33,Falu,133,94,22,17,DK,0,0,0,0,0,0
Zebecke,Zala megye 3. számú egyéni választókerület,30,8,22,6,Falu,31,23,6,1,DK,0,0,0,0,0,0
Zebegény,Pest megye 4. számú egyéni választókerület,726,298,401,165,Falu,777,434,258,36,JOBBIK,0,0,0,0,0,0
Zemplénagárd,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,281,86,184,66,Falu,253,186,56,8,JOBBIK,0,0,0,0,0,0
Zengővárkony,Baranya megye 3. számú egyéni választókerület,254,63,183,36,Falu,265,195,54,12,JOBBIK,0,0,0,0,0,0
Zichyújfalu,Fejér megye 3. számú egyéni választókerület,491,178,309,93,Falu,504,429,41,18,DK,0,0,0,0,1,0
Zics,Somogy megye 4. számú egyéni választókerület,174,48,123,21,Falu,162,115,40,0,JOBBIK,0,1,0,0,1,1
Ziliz,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,206,111,86,71,Falu,184,104,56,20,JOBBIK,0,0,0,0,0,0
Zimány,Somogy megye 4. számú egyéni választókerület,275,113,149,57,Falu,274,178,86,0,JOBBIK,0,1,0,0,1,1
Zirc,Veszprém megye 4. számú egyéni választókerület,4007,1985,1980,1082,Kisváros,3862,2066,1363,291,MSZP,0,0,0,0,0,0
Zók,Baranya megye 4. számú egyéni választókerület,153,68,76,32,Falu,139,87,33,14,DK,0,0,0,0,0,0
Zomba,Tolna megye 2. számú egyéni választókerület,1251,493,726,320,Falu,1211,812,297,67,DK,0,0,0,0,0,0
Zsadány,Békés megye 3. számú egyéni választókerület,777,299,460,167,Falu,764,549,167,30,DK,0,0,0,0,0,0
Zsáka,Hajdú-Bihar megye 4. számú egyéni választókerület,734,333,393,234,Falu,663,382,146,27,MOMENTUM,0,0,0,0,0,0
Zsámbék,Pest megye 2. számú egyéni választókerület,3010,1270,1645,282,Kisváros,3191,1806,1134,126,MOMENTUM,0,0,0,0,0,0
Zsámbok,Pest megye 9. számú egyéni választókerület,1204,523,627,378,Falu,1295,795,384,68,LMP,0,0,0,0,0,0
Zsana,Bács-Kiskun megye 5. számú egyéni választókerület,421,121,291,93,Falu,390,250,76,53,DK,0,0,0,0,0,0
Zsarolyán,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,237,61,169,47,Falu,200,159,30,9,DK,0,0,0,0,0,0
Zsebeháza,Győr-Moson-Sopron megye 3. számú egyéni választókerület,84,30,53,14,Falu,92,65,22,3,MSZP,0,0,0,0,1,1
Zsédeny,Vas megye 2. számú egyéni választókerület,120,36,84,16,Falu,115,74,28,8,MSZP,0,0,0,0,0,0
Zselickisfalud,Somogy megye 1. számú egyéni választókerület,121,56,61,47,Falu,133,72,37,7,DK,0,0,0,0,0,0
Zselickislak,Somogy megye 1. számú egyéni választókerület,249,100,138,74,Falu,230,141,51,11,DK,0,0,0,0,0,0
Zselicszentpál,Somogy megye 1. számú egyéni választókerület,238,115,111,85,Falu,247,129,68,20,DK,0,0,0,0,0,0
Zsennye,Vas megye 3. számú egyéni választókerület,71,12,59,3,Falu,65,55,8,2,LMP,0,0,0,0,0,1
Zsira,Győr-Moson-Sopron megye 4. számú egyéni választókerület,392,164,218,85,Falu,399,254,110,27,JOBBIK,0,1,0,0,1,1
Zsombó,Csongrád megye 2. számú egyéni választókerület,1911,960,905,224,Falu,2030,992,728,232,MOMENTUM,0,0,0,0,0,0
